,question_text,question_topic
2224,"Could you tell me about when I'd receive this marc jacobs perfume 536613 if I order tomorrow and it's being shipped to Salt Lake City, UT 84133?",Shipping
2225,"Do you provide any shipping benefits, such as reduced costs, for people who sign up for an account on your website? I wasn't sure if that made a real difference or not.",Sales/Promotions
2226,"Could you tell me about when I'd receive the Stretch Pique Polo- web item 146070 if I order tomorrow and it's being shipped to Salt Lake City, UT?",Shipping
2227,"Could you tell me about when I'd receive this blu ray player 99624638 if I order tomorrow and it's being shipped to Salt Lake City, UT 84120?",Shipping
2228,"Could you tell me about when I'd receive the Jude Task Floor Lamp (5425470) if I order tomorrow and it's being shipped to Salt Lake City, UT?",Shipping
2229,I'm looking for a carrying case Would you happen to have anything like that on sale? I've been looking for a deal on one of those.,Sales/Promotions
2230,"When would the estimated delivery date be if I was to order the Samsung Galaxy Tab E NOOK sometime tomorrow and have it shipped to Burlington, VT 05405?",Shipping
2231,"I want to get the Muscle Love Tank #3705876 in a size 6 as a gift for someone but would need it in three days. Could you get this to me in time if being shipped to Hartford, CT?",Shipping
2232,What kind of benefits would I get right away if I create an account on your website?,Sales/Promotions
2233,"The grandiose liner looks like it's what I need. Could you find out the fastest option to get that to me in Worcester, MA (Zip: 01604)?",Shipping
2234,"The InSinkErator Badger garbage disposal #50362 looks like it's what I need. Could you find out the fastest option to get that to me in Hyattsville, MD (Zip: 20782)?",Shipping
2235,"Could you tell me about when I'd receive the ouble Square Dress Shirt (ME02762) if I order tomorrow and it's being shipped to Salt Lake City, UT 84133?",Shipping
2236,Do you have any promo codes I may be able to use on a handbag from your site?,Sales/Promotions
2237,Is there any way I can be notified through e-mail when you update clearance items or put things on sale?,Sales/Promotions
2238,"Is there a bulb included on the Carrillo 28"" set of two table lamps sku:BRSD3619? How long is the power cord on this?",Product Specifications
2239,"Could you tell me if you have any youth boys bowties in navy blue? Also, do you have a reversible belt for a boy in a 24?",Product Availability
2240,"Do you have any valerian root tablets available on your site? Also, do you have any astragalus capsules?",Product Availability
2241,"Do you have any valerian root tablets available on your site? Also, do you have any astragalus capsules?",Product Availability
2242,"I'm looking for a pizza stone. Do you have any rectangular ones? Also, do you have any pizza cutters?",Product Availability
2243,"Do you have any valerian root tablets available on your site? Also, do you have any astragalus capsules?",Product Availability
2244,"Could you tell me if you have any youth boys bowties in navy blue? Also, do you have a reversible belt for a boy in a 24?",Product Availability
2245,"I'm looking for a pizza stone. Do you have any rectangular ones? Also, do you have any pizza cutters?",Product Availability
2246,"Could you tell me if you have any youth boys bowties in navy blue? Also, do you have a reversible belt for a boy in a 24?",Product Availability
2247,Are any of the pieces of the Kobalt household tool set Item # 538864 sold separately? Im not sure I need the entire kit. I also need to do some demolition in my home  do you have any rubber sledgehammers?,Product Availability
2248,"Could you tell me if you have any youth boys bowties in navy blue? Also, do you have a reversible belt for a boy in a 24?",Product Availability
2249,What's the approximate length of the Paris Sunday Dress (ASIN: B01IIT36XW)? What kind of material is this made of?,Product Specifications
2250,"Could you tell me if you have any youth boys bowties in navy blue? Also, do you have a reversible belt for a boy in a 24?",Product Availability
2251,"Im looking for a statement peice! Do you have any necklaces like the Blemont Curb link necklace that are wider for a more dramatic effect? That one is style number N12758 SSBBOM, if that helps. My friend also loves little charms  do you have any of those by chance?",Product Availability
2252,"Could you tell me if you have any youth boys bowties in navy blue? Also, do you have a reversible belt for a boy in a 24?",Product Availability
2253,"I'm looking for a new tote bag. Do you have something in dark green? Also, do you have any black suede flats in a size 6?",Product Availability
2254,I'm looking to possibly order the Colombia Escapade watch item 6851c but wanted to ask if this is waterproof? How thick is the band?,Product Specifications
2255,"Do you happen to have any gaming laptops? Also, do you have a projector that could connect to an iPhone 7?",Product Availability
2256,"Could you tell me if you have any youth boys bowties in navy blue? Also, do you have a reversible belt for a boy in a 24?",Product Availability
2257,"Could you tell me if you have any armless sofas in navy blue? Also, do you have any round ottomans in charcoal gray?",Product Availability
2258,"Do you happen to have any gaming laptops? Also, do you have a projector that could connect to an iPhone 7?",Product Availability
2259,"Do you have any valerian root tablets available on your site? Also, do you have any astragalus capsules?",Product Availability
2260,"I was wondering if you have any men's backpacks good for hiking? Also, do you have any mean's headbands for absorbing sweat?",Product Availability
2261,"I travel a lot and was wondering if you had any travel-sized makeup kits. Do you, by chance? Also, do you have any foundation that's meant for oily skin? I have issues finding products that work for me.",Product Availability
2262,"Im interested in the Classic Carrying Case. What all can this case hold? It looks kinda small. And also, how large is this? I would want it to fit in my pocket.",Product Specifications
2263,How long does the JBL On Tour speaker Item# JBLONTOURXTBBLKE last when playing music continuously on a full charge? How many watts of power does this have?,Product Specifications
2264,"Do you have any valerian root tablets available on your site? Also, do you have any astragalus capsules?",Product Availability
2265,"Im looking at the SportLock DianondLock Rifle Case #89681055, mostly to store my riffles. How many can it hold? And is this an American-made product? Thats important to me.",Product Specifications
2266,What's the approximate length of the cold shoulder shift dress SKU: #8895665 size 6? What kind of material is this made of?,Product Specifications
2267,"Could you tell me if you have any youth boys bowties in navy blue? Also, do you have a reversible belt for a boy in a 24?",Product Availability
2268,"Do you have any valerian root tablets available on your site? Also, do you have any astragalus capsules?",Product Availability
2269,"Could you tell me if you have any youth boys bowties in navy blue? Also, do you have a reversible belt for a boy in a 24?",Product Availability
2270,"If I were to get these roses 95285, would it come with the planter pictured? And does it come with anything else besides the flowers themselves?",Product Specifications
2271,What are the dimensions for this table 305627?,Product Specifications
2272,"Could you tell me if you have any youth boys bowties in navy blue? Also, do you have a reversible belt for a boy in a 24?",Product Availability
2273,"The Amazon Tap Speaker System upc 841667107929 looks great! I just wanted to ask when I'd receive it if I order today with standard shipping speed and have it sent to Southfield MI, 48075?",Shipping
2274,"Could you tell me if you have any youth boys bowties in navy blue? Also, do you have a reversible belt for a boy in a 24?",Product Availability
2275,"Do you have any valerian root tablets available on your site? Also, do you have any astragalus capsules?",Product Availability
2276,Do you have any Robert Frost poem collection books? And would you also happen to have any novels by Ernest Hemingway?,Product Availability
2277,"Do you have any valerian root tablets available on your site? Also, do you have any astragalus capsules?",Product Availability
2278,What's the approximate length of the shirred bodice dress? What kind of material is this made of? I think the number is 702085bdb41d47e0a50eb5e8cf1aa779.,Product Specifications
2279,Do you know if the embellished sweatshirt Product Code: 770819 is 100% cotton? What's the best way to wash this?,Product Specifications
2280,"Could you tell me if you have any youth boys bowties in navy blue? Also, do you have a reversible belt for a boy in a 24?",Product Availability
2281,"I travel a lot and was wondering if you had any travel-sized makeup kits. Do you, by chance? Also, do you have any foundation that's meant for oily skin? I have issues finding products that work for me.",Product Availability
2282,"Could you tell me if you have any youth boys bowties in navy blue? Also, do you have a reversible belt for a boy in a 24?",Product Availability
2283,"I travel a lot and was wondering if you had any travel-sized makeup kits. Do you, by chance? Also, do you have any foundation that's meant for oily skin? I have issues finding products that work for me.",Product Availability
2284,"Could you tell me if you have any armless sofas in navy blue? Also, do you have any round ottomans in charcoal gray?",Product Availability
2285,"I'm looking for a new tote bag. Do you have something in dark green? Also, do you have any black suede flats in a size 6?",Product Availability
2286,"Could you tell me if you have any armless sofas in navy blue? Also, do you have any round ottomans in charcoal gray?",Product Availability
2287,"Are any of the pieces of this tool set, 206510555, sold separately? Im not sure I need the entire kit. I also need to do some demolition in my home  do you have any rubber sledgehammers?",Product Availability
2288,What's the approximate length of this dress in a medium 8890064? What kind of material is this made of?,Product Specifications
2289,"Is there a Pier 1 anywhere near me in Henderson, NV?",Omnichannel
2290,There are a few products I think I'm going to order from your website but I wanted to ask if I'd be able to return or exchange stuff at a local GNC if need be?,Omnichannel
2291,Are your store prices always the same as the website prices?,Omnichannel
2292,"If I were to order the Automatic Brow Pencil Duo from you online, but then wanted to make a return, could I take it back to your store on N Main St in Anderson, SC? I wasn't sure if that was allowed.",Omnichannel
2293,"Is there an LL Bean store anywhere near me in Henderson, NV?",Omnichannel
2294,"If I become a Barnes and Noble member, would my discounts be good in a store or just online?",Omnichannel
2295,"Is there a Hollister store anywhere near me in Henderson, NV?",Omnichannel
2296,"Is there a Coach store anywhere near me in Henderson, NV?",Omnichannel
2297,"When do you think I'd get SKU #: 030963020500 if I order tomorrow and it's being shipped to Tulsa, Oklahoma?",Shipping
2298,"Is there a Kate Spade store anywhere near me in Henderson, NV?",Omnichannel
2299,"Is there a Lands End store anywhere near me in Henderson, NV?",Omnichannel
2300,"Is there a Kohls anywhere near me in Henderson, NV?",Omnichannel
2301,"When do you think I'd get the Dymatize ISO-100 Whey Isolate Powder for Building Muscle* Ultra-Fast Absorption to Build and Repair Muscle* if I order tomorrow and it's being shipped to Tulsa, Oklahoma?",Shipping
2302,"Could you tell me about when I'd receive the Sony BDPS6700 4K Upscaling 3D Streaming Blu-Ray Disc Player (2016 Model) if I order tomorrow and it's being shipped to Salt Lake City, UT?",Shipping
2303,"I'd like to check out Item # 780053 in person before I buy it. Could you tell me if the store on Lowes Dr in Radford, VA has it in stock or on display?",Omnichannel
2304,"When do you think I'd get Product Code: GOL-11414 if I order tomorrow and it's being shipped to Tulsa, Oklahoma?",Shipping
2305,"Is there an Office Depot anywhere near me in Henderson, NV?",Omnichannel
2306,I'm going to be making a trip to my local Lane Bryant store in the coming days and was just wondering if your stores offer a layaway program?,Omnichannel
2307,"Could you tell me about when I'd receive these flats, 8829003, if I order tomorrow and it's being shipped to Salt Lake City, UT?",Shipping
2308,"Could you tell me about when I'd receive this swimsuit, 186DY, if I order tomorrow and it's being shipped to Salt Lake City, UT?",Shipping
2309,"Is there a Gap store anywhere near me in Henderson, NV?",Omnichannel
2310,"Is there an Abercrombie store anywhere near me in Henderson, NV?",Omnichannel
2311,"Could you tell me about when I'd receive the 85 Leather Pumps product#435080 if I order tomorrow and it's being shipped to Salt Lake City, UT?",Shipping
2312,"Could you tell me about when I'd receive the Arched floor lamp sku:GVGY1043 if I order tomorrow and it's being shipped to Salt Lake City, UT?",Shipping
2313,"I'd like to check out this washer, 207011002, in person before I buy it. Could you tell me if the storeon Capital Circle in Tallahassee, FL has it in stock or on display?",Omnichannel
2314,"If I were to order the Le Crayon Poudre from you online, but then wanted to make a return, could I take it back to your store on N Main St in Anderson, SC? I wasn't sure if that was allowed.",Omnichannel
2315,"Is there a Pottery Barn anywhere near me in Henderson, NV?",Omnichannel
2316,"When do you think I'd get this whey, 031194, if I order tomorrow and it's being shipped to Tulsa, Oklahoma?",Shipping
2317,"Could you tell me about when I'd receive the Marine Loudspeaker Item# MS9520 if I order tomorrow and it's being shipped to Salt Lake City, UT?",Shipping
2318,"The Sound Storm Lab receiver item mpn2953619 looks like it's what I need. Could you find out the fastest option to get that to me in Hazleton, PA (Zip: 18201)?",Shipping
2319,"Do you use a standard shipping service, such as UPS or FedEx  or do you use different services depending on the order. I was just curious about that.",Shipping
2320,"Is there a Neiman Marcus store anywhere near me in Henderson, NV?",Omnichannel
2321,"Is there a Brooks Brothers store anywhere near me in Henderson, NV?",Omnichannel
2322,"Could you tell me about when I'd receive the LG BP155 - Blu-ray disc player - upscaling by LG if I order tomorrow and it's being shipped to Salt Lake City, UT?",Shipping
2323,"I have a friend who lives in Anchorage, Alaska, and I'd like to send her the Express Kit. Is that considered domestic in terms of shipping? I wasn't sure if regular shipping rates were limited to the lower 48 or not.",Shipping
2324,"Could you give me the closest store location to Nazareth, PA (Zip: 18064)? I'm visiting there and wanted to do some shopping with you guys.",Omnichannel
2325,There are a few products I think I'm going to order from your website but I wanted to ask if I'd be able to return or exchange stuff at a local Vitamin Shoppe if need be?,Omnichannel
2326,"Could you tell me about when I'd receive the  Heartbreaker flats (8824566) if I order tomorrow and it's being shipped to Salt Lake City, UT?",Shipping
2327,"Is there a Saks Fifth Avenue store anywhere near me in Henderson, NV?",Omnichannel
2328,"Is there a Macys anywhere near me in Henderson, NV?",Omnichannel
2329,"Is there a Room and Board anywhere near me in Henderson, NV?",Omnichannel
2330,"Is there a Lululemon store near Charlotte, NC?",Omnichannel
2331,Are your store prices always the same as the website prices?,Omnichannel
2332,"When do you think I'd get the Organic soy protein powder Item: SWF017 if I order tomorrow and it's being shipped to Tulsa, Oklahoma?",Shipping
2333,"Is there a Ralph Lauren store anywhere near me in Henderson, NV?",Omnichannel
2334,"If I were to order the brow pencil  [1820612 ] from you online, but then wanted to make a return, could I take it back to your store on N Main St in Anderson, SC? I wasn't sure if that was allowed.",Omnichannel
2335,"Is there a Nordstrom store anywhere near me in Henderson, NV?",Omnichannel
2336,How large is the grind chamber on the Badger garbage disposal Model # Badger 900? We use our garbage disposal quite a bit in our house.,Product Specifications
2337,"I think I want to order the Boden Chair in vorto graphite Item Number: 811978, but wanted to ask you with the type of material this is made of, would it be easy to clean stains and spills?",Product Specifications
2338,Do you know if the Raw organic protein item #: 116537 is diary free?,Product Specifications
2339,"Does the Nook Tablet 7"" come with any e-books pre-loaded?",Product Specifications
2340,Which boots are lighter- the Toetos riding boots size 9.5 ASIN B01IWJF6BI or the Rampage riding boots size 9.5 ASIN B00KHQWNXO?,Product Comparison
2341,"I think I want to order the Chloe recliner Model no. RR-SOA2XM3012, but wanted to ask you with the type of material this is made of, would it be easy to clean stains and spills?",Product Specifications
2342,Do you know which boots have a shorter shaft height- the Scarpa mountaineering boots size 42.5 Item #174JK or the La Sportiva mountaineering boots size 42.5 Item #189UW?,Product Comparison
2343,"I think I want to order the Darren recliner Item: 2800260 but wanted to ask you with the type of material this is made of, would it be easy to clean stains and spills?",Product Specifications
2344,"Im interested in both the Spring hydrangea plant Product Code: 101512 and the Mosaic hydrangea plant Product Code: 18116, but I would really like to plant this outside when the weather is nicer. Could either of these be transplanted to the ground from the planter?",Product Comparison
2345,Do you know if the half zip mock sweatshirt Item #471374AH7 is 100% cotton?,Product Specifications
2346,"I may be interested in getting the instant volume mascara #3605531812213, and was wondering if it is waterproof in salt water. Could you let me know? I live near the ocean and don't want it to run if I'm out on the beach!",Product Specifications
2347,"I may be interested in getting the Sumptuous Knockout mascara, and was wondering if it is waterproof in salt water. Could you let me know? I live near the ocean and don't want it to run if I'm out on the beach!",Product Specifications
2348,"Im trying to decide between the 7 Ten-Pack Bundle and the 10 Ten-Pack Bundle. I would really need a car charger, though. Does either of these bundles come with that included?",Product Comparison
2349,"Do you know if the 12"" locking nylon tongs SKU:  492603 is BPA free?",Product Specifications
2350,What are the dimensions of the wheeled ladies' briefcase Item: 163759?,Product Specifications
2351,Do you know if the hemp protein powder Product Code: BRM-00603 is diary free?,Product Specifications
2352,Which boots are lighter- the Vasque hiking boots size 7.5 #97853497949f4d7e80c63c0834c8a698 or the Oboz hiking boots size 7.5 #233514CNE_75?,Product Comparison
2353,How large is the grind chamber on the InSinkErator garbage disposal Item # 738006? We use our garbage disposal quite a bit in our house.,Product Specifications
2354,"Do you know if the 12"" silicone tongs Item: 16-8885555 is BPA free?",Product Specifications
2355,Do you know if the Low-Rise Skinny Jeans WEB ITEM: 65120 are prone to shrinking after washing? I'm only asking so I know which size to order.,Product Specifications
2356,Do you know which boots have a shorter shaft height- the Chloe boots size 38.5 Product Code: 799266 or the Gianvito Rossi boots size 38.5 Product Code: 709465?,Product Comparison
2357,What are the actual dimensions of the Market tote bag STYLE NO. 58850?,Product Specifications
2358,Do you know if the cowlneck sweatshirt Item #: TA304411 is 100% cotton?,Product Specifications
2359,"Which boots are lighter- the Merrell hiking boots SKU 8807339 or the Hi-Tec hiking boots SKU 8465489, both size 9.5?",Product Comparison
2360,Do you know if the vegan protein powder Item: SWR066 is diary free?,Product Specifications
2361,"I think I want to order the Edie Fabric recliner Web ID: 1153286 but wanted to ask you with the type of material this is made of, would it be easy to clean stains and spills?",Product Specifications
2362,What are the dimensions of the Samsonite briefcase Item # 843946?,Product Specifications
2363,Do you know if the Jym protein powder Item #533828 is diary free?,Product Specifications
2364,I might order the metallic bodycon dress ITEM #225871. Could you tell me what kind of material this is made of?,Product Specifications
2365,Do you know if the optimal plant protein powder is diary free?,Product Specifications
2366,"I think I want to order the Rhys recliner Item: 5306993 but wanted to ask you with the type of material this is made of, would it be easy to clean stains and spills?",Product Specifications
2367,How wide of a wrist can the sculpted cuff bracelet STYLE NUMBER: B12873 S8BWHTM fit? My wrist tend to swell a lot by the end of the day.,Product Specifications
2368,Is the Embodiment Tank SKU# 3721769 made of moisture wicking material?,Product Specifications
2369,Which boots are lighter- the Merrell hiking boots SKU: #8846430 or the Vasque hiking boots SKU: #8081447?,Product Comparison
2370,Do you know if the Retro Vibes Hoodie Item #5302352 is 100% cotton?,Product Specifications
2371,Do you know if the raw plant protein powder SKU #: 820103309769 is diary free?,Product Specifications
2372,Do you know if the varsity sweatshirt item F8893 is 100% cotton?,Product Specifications
2373,"I need new jacks. Between the Camco adjustable stabilizer Item # mpn3815070067 and the Camco stack jack Item # mpn2552746, which one can hold a heavier load?",Product Comparison
2374,What are the actual dimensions of the Watson tote style # pxru7662?,Product Specifications
2375,Do you know if the linen crop pants #527329 are prone to shrinking after washing? I'm only asking so I know which size to order.,Product Specifications
2376,What's the difference in size between the SB 450 soundbar Item# JBLSB450BLKAM and the SB 350 soundbar Item# CINEMASB350?,Product Comparison
2377,Do you know if the crewneck sweatshirt Style code: 0400092895147 is 100% cotton?,Product Specifications
2378,Do you know if the organic protein ITEM # : O4-1012/1991868 is diary free?,Product Specifications
2379,Do you know if the Pro JYM protein powder is diary free?,Product Specifications
2380,Do you know if the crewneck sweatshirt ITEM# RP00108 is 100% cotton?,Product Specifications
2381,Do you know if the Skinny Jeans WEB ITEM: 124990 are prone to shrinking after washing? I'm only asking so I know which size to order.,Product Specifications
2382,Do you know if the zipper-detail sweatshirt #NMF17_M2393 is 100% cotton?,Product Specifications
2383,"I may be interested in getting the Tarte lash paint ITEM 1787134, and was wondering if it is waterproof in salt water. Could you let me know? I live near the ocean and don't want it to run if I'm out on the beach!",Product Specifications
2384,"I think I want to order the Pearce recliner in the Sahara weave Item: 5465575, but wanted to ask you with the type of material this is made of, would it be easy to clean stains and spills?",Product Specifications
2385,"For product returns on something like the Modern Desk- item number 7593531, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2386,"For product returns on something like the Portica L-Shaped Desk, item number 688292 do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2387,"For product returns on something like the Brenton Studio Chair, item number 228449, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2388,"For product returns on something like the Bonded Leather Power Electric Recliner Living Room Chair, asin number B01FTW3YQ0 do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2389,"I know the standard policy is 30 days to make a return, but do you ever provide partial refunds for returns made beyond that point? Do you pay return shipping in the event of an exchange?",Returns & Refunds
2390,"For product returns on something like the Peplum blouse, item number 242950, do I get some sort of notification when you guys get it back and start the refund? What's your return window policy?",Returns & Refunds
2391,"Shopping for my husband and wondering- For product returns on something like the Long Wingtips shoes, item number MH00215, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2392,"For product returns on something like the Slouchy Open-Stitch Pullover Sweater, web item 142687, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2393,"For product returns on something like the Romy mirrored-leather pumps, product code 823928, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2394,"For product returns on something like the Elishan Cage Sandal item number 5288505, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2395,"For product returns on something like the Boatneck tassel sweater item number 637670, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2396,"For product returns on something like the military shirt jacket, item number 149332, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2397,If I purchase the Up Your Mass item number MHP014 would I have any time to try it with the option of returning it? Do you include return and exchange information in your orders?,Returns & Refunds
2398,"For product returns on something like the Kids' New Balance lace-up sneakers item number  F5474, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2399,"For product returns on something like the Orchard Hills Computer Desk model number 418648, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2400,"For product returns on something like the Cambridge Credenza Desk, web ID 1414306, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2401,"I'm liking the look of the Chrome Halo Projector LED Headlights- item number 284599463. But do you know if it would need to be in its original package for it to be returnable, potentially? And if I wanted to exchange it, would I be limited to products within that same brand, or would any similar product be OK?",Returns & Refunds
2402,"When it comes to the Chtelaine Chain Necklace- style number N12237 SSAAH, how long after buying it would I have to make a possible return on it? And also, do you provide refunds to PayPal cards like you would a credit card, or are there restrictions with that?",Returns & Refunds
2403,"If I purchase the Muscle Pharm, Combat XL Mass Gainer, item would I have any time to try it with the option of returning it? Do you include return and exchange information in your orders?",Returns & Refunds
2404,"I may get The Batmobile by Lego, upc 0673419267144 but if my son doesn't like it, would I be able to exchange for a different toy of equal or lesser value? Do you ever charge any kind of re-stocking fees on returns?",Returns & Refunds
2405,"For product returns on something like the Flip 4 (JBLFLIP4BLKAM), do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2406,"For product returns on something like the Kaylee Lips Suede Ballet Flats- style code 0400093073335, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2407,"For product returns on something like the Lole Emeline Jacket, sku 8803068, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2408,"I know the standard policy is 30 days to make a return, but do you ever provide partial refunds for returns made beyond that point? Do you pay return shipping in the event of an exchange?",Returns & Refunds
2409,"Are there any time limits for returning an item like the Double Wear Infinite Waterproof Eyeliner? I wanted to check before making a purchase. And also, do you accept returns from people who shopped as a guest on your website, rather than setting up an account?",Returns & Refunds
2410,"For product returns on something like the London Fog Double Collar Trench Coat- item number 8915340, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2411,"I'm liking the look of the Husky Tool Cabinet, number 204731413. But do you know if it would need to be in its original package for it to be returnable, potentially? And if I wanted to exchange it, would I be limited to products within that same brand, or would any similar product be OK?",Returns & Refunds
2412,"For product returns on something like the Parker Desk (item number 5380980), do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2413,"Are there any time limits for returning an item like the Sweet Spring Lilies product code 91158? I wanted to check before making a purchase. And also, do you accept returns from people who shopped as a guest on your website, rather than setting up an account?",Returns & Refunds
2414,"Are there any time limits for returning an item like the Brow Tamer Flexible Hold Tinted Brow Gel item number 1725043? I wanted to check before making a purchase. And also, do you accept returns from people who shopped as a guest on your website, rather than setting up an account?",Returns & Refunds
2415,"I'm thinking seriously about getting the e-cig battery. But when it comes to making a return, would you also reimburse for the original shipping costs, or would that be lost? And then would you cover return shipping?",Returns & Refunds
2416,"For product returns on something like the Brunel work boots, style number 65636196, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2417,"If I purchase the MusclePharm Combat XL, item number 466652 would I have any time to try it with the option of returning it? Do you include return and exchange information in your orders?",Returns & Refunds
2418,"For product returns on something like the Staples Carder Mesh Office Chair item number 136815, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2419,"For product returns on something like the Best Choice Products Traditional Leather, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2420,"I'm liking the look of the Kobalt  Tool Cabinet item number 538540. But do you know if it would need to be in its original package for it to be returnable, potentially? And if I wanted to exchange it, would I be limited to products within that same brand, or would any similar product be OK?",Returns & Refunds
2421,"Are there any time limits for returning an item like the grandiose liner? I wanted to check before making a purchase. And also, do you accept returns from people who shopped as a guest on your website, rather than setting up an account?",Returns & Refunds
2422,If I purchase the Optimum Nutrition Serious Mass would I have any time to try it with the option of returning it? Do you include return and exchange information in your orders?,Returns & Refunds
2423,"For product returns on something like the Mountainsmith 0F Crestone Sleeping Bag, item number 2747R, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2424,"If I purchase the Serious Mass, chocolate, item number OP-7139/1483545 would I have any time to try it with the option of returning it? Do you include return and exchange information in your orders?",Returns & Refunds
2425,"With something like the Axess 72"" Standard Bookcase, sku TH2301 would it be all right to return it for a full refund, or would I be forced to accept store credit only? And would there be any time limits to returning that product in particular?",Returns & Refunds
2426,"For product returns on something like the flatiron flats, style no Q9048 do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2427,"For product returns on something like the Men's Swim Slip-on Shoes, item number 470879AH1, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2428,I think I want to get the Rising Salutation sweater or the Back to it Wrap. I like both but wanted to ask you what kind of material lines both of these? Do either of these have a detachable hood?,Product Comparison
2429,"For product returns on something like the Men's Handsewn Slippers item number TA212164, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2430,"If I purchase the BSN True-Mass Gainer, sku 834266006557 would I have any time to try it with the option of returning it? Do you include return and exchange information in your orders?",Returns & Refunds
2431,If I purchase the BSN True Mass- item number 003456 would I have any time to try it with the option of returning it? Do you include return and exchange information in your orders?,Returns & Refunds
2432,"For product returns on something like the Java Desk- item number 2910547, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2433,"For product returns on something like the wooster flats- style number s1150045b, do I get some sort of notification when you guys get it back and start the refund? Do you usually cover the return shipping cost?",Returns & Refunds
2434,What's the difference in overall size between this staub dutch oven 2446185 and this le creuset 1029545?,Product Comparison
2435,Do you know which boots have a shorter shaft height between these 153451 and 134547?,Product Comparison
2436,"Between the labsolu and the shine lover lipsticks, which one has a longer wear time? I'm looking for something more long-lasting for the days when I have to work long hours and don't have time to reapply.",Product Comparison
2437,Both the faceted metal link bracelet and the tempo bracelet are beautiful! But I would like one with stones incorporated. Do either of these have that?,Product Comparison
2438,"Im in need of a charger, and I think the USB rapid charger looks really versatile. I am also looking for some replacement batteries. Do you have those in stock?",Product Availability
2439,Do you know which boots have a shorter shaft height between these X37X4 and X381F?,Product Comparison
2440,"I might buy a wheat grass powder from your site but if I end up not liking the taste of it after trying it, would I be able to return for a refund?",Returns & Refunds
2441,Do you know which boots have a shorter shaft height- the chelsea boot 322813 or jodhpur 322839?,Product Comparison
2442,Do you have any headphones that have playback controls right on the side of them?,Product Availability
2443,I am looking for a pair of suede loafers. Do you have anything in black and a size 7?,Product Availability
2444,Do you know which boots have a shorter shaft height- SKU # 70080392 or the SKU # 17990955?,Product Comparison
2445,Do you know which boots have a shorter shaft height- Web ID: 2746071 or Web ID: 729650?,Product Comparison
2446,Which wallet could hold more cards- STYLE NO. 53489 or STYLE NO. 57536?,Product Comparison
2447,Do you have any queen platform beds in black?,Product Availability
2448,What's the difference in size between these two recliners #83-4069311 and #83-3981826?,Product Comparison
2449,"I might buy a wheat grass powder from your site but if I end up not liking the taste of it after trying it, would I be able to return for a refund?",Returns & Refunds
2450,Do you know which boots have a shorter shaft height- these Item #473043AH7 or these Item #473024AH4?,Product Comparison
2451,Do you know which boots have a shorter shaft height- Style code: 0400092320042 or 0400093153617?,Product Comparison
2452,My grandmother loves sunflowers and I think this sunflower bouquet 100589STJV2 will be perfect! However I'm worried about the vase. Do you have one that's more vintage styled?,Product Availability
2453,"I might buy a wheat grass powder from your site but if I end up not liking the taste of it after trying it, would I be able to return for a refund?",Returns & Refunds
